rank;born;country;category;time_total;time_1half;time_2half;time_0to5km;time_5to10km;time_10to15km;time_15to20km;time_20to25km;time_25to30km;time_30to35km;time_35to40km;time_40to42km
1342;69;AUT;W-50;05:07:10;02:21:30;02:45:41;00:32:12;00:32:18;00:36:06;00:33:34;00:35:03;00:38:56;00:40:18;00:41:52;00:16:55
1343;70;AUT;W-50;05:07:29;02:19:16;02:48:13;00:30:42;00:31:43;00:34:32;00:34:45;00:35:49;00:39:20;00:41:59;00:42:06;00:16:35
1344;77;CZE;W-45;05:07:34;02:24:11;02:43:24;00:31:11;00:32:06;00:36:52;00:36:39;00:35:57;00:38:44;00:40:34;00:39:57;00:15:37
1345;69;GBR;W-50;05:07:38;02:17:02;02:50:36;00:30:51;00:31:58;00:33:06;00:33:26;00:35:57;00:38:31;00:41:18;00:42:59;00:19:36
1346;95;AUT;W-H;05:07:47;02:29:39;02:38:09;00:34:53;00:33:54;00:36:43;00:36:43;00:34:44;00:36:44;00:38:33;00:38:57;00:16:40
1347;92;GBR;W-30;05:07:49;02:21:57;02:45:52;00:32:23;00:32:12;00:34:29;00:35:18;00:35:01;00:37:01;00:42:41;00:43:27;00:15:20
1348;93;AUT;W-30;05:07:55;02:27:08;02:40:47;00:34:02;00:33:47;00:35:54;00:35:31;00:37:47;00:38:24;00:38:43;00:37:39;00:16:11
1349;78;GER;W-45;05:07:59;02:12:22;02:55:38;00:29:32;00:28:57;00:32:12;00:33:49;00:35:42;00:40:45;00:44:24;00:44:45;00:17:57
1350;76;ITA;W-45;05:08:03;02:35:02;02:33:02;00:33:31;00:34:33;00:39:52;00:39:02;00:39:14;00:40:14;00:33:19;00:33:22;00:14:59
1351;75;RSA;W-45;05:08:06;02:24:10;02:43:56;00:33:37;00:32:51;00:35:51;00:34:25;00:35:10;00:37:50;00:39:30;00:39:35;00:19:21
1352;97;LAT;W-H;05:08:17;02:22:07;02:46:11;00:31:12;00:32:12;00:35:49;00:35:09;00:35:51;00:39:59;00:39:09;00:41:20;00:17:40
1353;69;BRA;W-50;05:08:19;02:24:51;02:43:28;00:34:48;00:34:11;00:34:57;00:33:42;00:33:24;00:36:22;00:38:10;00:41:22;00:21:26
1354;90;IRL;W-30;05:08:32;02:22:51;02:45:42;00:31:51;00:31:43;00:35:01;00:36:24;00:37:00;00:39:41;00:41:42;00:40:16;00:14:59
1355;99;AUT;W-H;05:08:55;02:30:36;02:38:19;00:36:35;00:32:59;00:37:04;00:36:43;00:35:28;00:39:56;00:40:25;00:34:54;00:14:54
1358;94;AUT;W-H;05:09:01;02:20:03;02:48:59;00:29:48;00:31:16;00:35:04;00:36:17;00:36:09;00:40:42;00:41:38;00:42:02;00:16:09
1359;98;GER;W-H;05:09:09;02:21:15;02:47:54;00:30:04;00:31:20;00:35:24;00:37:02;00:37:20;00:39:04;00:41:20;00:41:35;00:16:04
1360;74;THA;W-45;05:09:12;02:22:00;02:47:12;00:30:55;00:31:46;00:38:11;00:33:30;00:34:48;00:41:41;00:44:00;00:37:47;00:16:37
1361;74;NOR;W-45;05:09:13;02:27:35;02:41:39;00:34:32;00:34:05;00:36:22;00:35:01;00:35:08;00:36:27;00:40:13;00:41:09;00:16:19
1362;67;AUT;W-55;05:09:21;02:30:41;02:38:40;00:34:52;00:35:11;00:36:41;00:36:23;00:35:42;00:36:58;00:36:17;00:40:20;00:17:00
1363;99;AUT;W-H;05:09:30;02:33:10;02:36:21;00:35:05;00:35:13;00:38:14;00:36:50;00:36:30;00:36:49;00:37:34;00:38:33;00:14:46
1364;89;AUT;W-30;05:09:41;02:30:23;02:39:19;00:34:34;00:37:25;00:35:30;00:35:18;00:34:06;00:36:00;00:38:11;00:41:43;00:16:59
1365;66;AUT;W-55;05:09:42;02:29:08;02:40:35;00:32:22;00:35:56;00:37:34;00:35:32;00:35:41;00:37:34;00:39:41;00:39:22;00:16:04
1366;81;ISR;W-40;05:09:55;02:28:56;02:40:59;00:35:43;00:34:44;00:37:36;00:33:35;00:34:43;00:36:43;00:40:09;00:41:05;00:15:41
1367;69;GER;W-50;05:10:20;02:29:46;02:40:34;00:35:32;00:34:47;00:36:48;00:35:13;00:37:56;00:38:28;00:37:46;00:37:40;00:16:14
1368;62;CAN;W-60;05:10:23;02:19:21;02:51:02;00:31:45;00:31:55;00:34:36;00:33:42;00:38:16;00:39:13;00:43:06;00:41:41;00:16:12
1369;95;GBR;W-H;05:10:23;02:29:11;02:41:13;00:34:55;00:35:19;00:36:21;00:34:59;00:34:58;00:37:27;00:39:33;00:41:08;00:15:48
1370;77;GER;W-45;05:11:48;02:31:37;02:40:11;00:35:07;00:35:22;00:36:26;00:37:01;00:39:04;00:36:54;00:38:43;00:36:52;00:16:22
1371;63;AUT;W-60;05:12:16;02:25:41;02:46:35;00:34:13;00:33:32;00:35:44;00:34:58;00:34:05;00:39:24;00:41:22;00:39:56;00:19:05
1372;80;AUT;W-40;05:12:29;02:29:13;02:43:16;00:34:52;00:34:33;00:35:33;00:36:38;00:35:35;00:38:01;00:40:12;00:39:43;00:17:26
1373;78;POL;W-45;05:12:29;02:24:58;02:47:32;00:33:44;00:32:56;00:35:34;00:35:20;00:35:04;00:38:35;00:42:03;00:43:12;00:16:04
1374;86;BEL;W-35;05:12:32;02:19:37;02:52:56;00:29:57;00:30:26;00:34:53;00:36:43;00:38:22;00:41:02;00:41:03;00:40:43;00:19:25
1375;52;SLO;W-70;05:12:34;00:00:00;00:00:00;00:47:51;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
1376;63;GER;W-60;05:12:44;02:18:57;02:53:47;00:30:55;00:32:37;00:33:55;00:34:03;00:36:10;00:40:34;00:42:12;00:43:16;00:19:06
1377;74;GER;W-45;05:12:57;02:28:57;02:44:00;00:35:22;00:34:36;00:36:17;00:35:10;00:34:23;00:35:52;00:42:06;00:41:29;00:17:45
1378;77;GER;W-45;05:13:13;02:29:15;02:43:59;00:34:10;00:34:31;00:36:40;00:36:03;00:37:03;00:38:25;00:41:09;00:39:36;00:15:40
1379;87;GBR;W-35;05:13:15;02:29:53;02:43:22;00:36:16;00:35:03;00:35:48;00:35:03;00:38:16;00:36:53;00:39:51;00:39:38;00:16:30
1380;71;ISR;W-50;05:13:24;02:31:16;02:42:09;00:32:49;00:40:10;00:35:36;00:35:34;00:34:31;00:37:01;00:38:32;00:40:31;00:18:44
1381;93;RSA;W-30;05:13:33;02:38:16;02:35:17;00:34:10;00:36:24;00:39:06;00:40:46;00:39:04;00:36:24;00:37:18;00:35:13;00:15:12
1382;76;AUT;W-45;05:13:39;02:38:50;02:34:49;00:37:08;00:37:30;00:38:29;00:37:44;00:36:53;00:37:13;00:37:24;00:36:42;00:14:39
1383;90;AUT;W-30;05:13:47;02:34:36;02:39:11;00:34:31;00:37:11;00:38:06;00:36:49;00:36:41;00:38:23;00:38:02;00:37:46;00:16:21
1384;78;ITA;W-45;05:13:59;02:27:32;02:46:28;00:34:44;00:34:40;00:35:40;00:34:59;00:34:18;00:38:41;00:41:19;00:44:28;00:15:15
1385;60;GRE;W-60;05:14:00;02:22:36;02:51:25;00:32:08;00:32:33;00:35:23;00:34:52;00:38:16;00:39:11;00:42:21;00:41:50;00:17:31
1386;63;AUT;W-60;05:14:02;02:28:02;02:46:00;00:33:42;00:34:10;00:36:09;00:36:07;00:36:33;00:38:26;00:40:54;00:41:17;00:16:48
1387;82;AUT;W-40;05:14:08;02:26:53;02:47:16;00:34:18;00:34:22;00:35:56;00:34:44;00:36:01;00:38:47;00:40:52;00:41:39;00:17:33
1388;66;GER;W-55;05:14:10;02:27:32;02:46:39;00:33:41;00:35:06;00:36:44;00:34:36;00:35:32;00:36:17;00:41:17;00:44:15;00:16:47
1389;82;AUT;W-40;05:14:23;02:29:30;02:44:53;00:34:13;00:34:44;00:36:34;00:36:09;00:37:31;00:40:46;00:40:50;00:37:50;00:15:50
1390;82;NED;W-40;05:14:26;02:34:10;02:40:17;00:32:29;00:32:48;00:44:11;00:37:12;00:35:47;00:36:18;00:37:39;00:41:53;00:16:12
1391;91;FRA;W-30;05:14:30;02:33:00;02:41:30;00:37:53;00:37:41;00:35:29;00:34:41;00:34:15;00:36:25;00:39:04;00:42:13;00:16:53
1392;84;ESP;W-35;05:14:37;02:27:49;02:46:48;00:33:37;00:33:56;00:36:39;00:35:44;00:36:02;00:37:44;00:40:45;00:42:03;00:18:11
1393;67;GER;W-55;05:14:42;02:12:29;03:02:14;00:30:07;00:30:22;00:32:39;00:32:30;00:32:17;00:33:21;00:34:35;01:15:22;00:13:33
1394;97;AUT;W-H;05:15:34;02:33:38;02:41:56;00:32:56;00:34:22;00:41:16;00:37:10;00:39:22;00:37:32;00:41:44;00:36:35;00:14:40
1395;95;GER;W-H;05:15:44;02:37:52;02:37:52;00:37:42;00:37:07;00:38:09;00:36:55;00:37:43;00:38:06;00:37:35;00:37:14;00:15:17
1396;7;AUT;W-H;05:16:00;02:23:35;02:52:25;00:35:02;00:33:10;00:34:10;00:34:08;00:35:13;00:42:26;00:45:38;00:42:16;00:14:01
1397;81;FRA;W-40;05:16:02;02:29:51;02:46:12;00:33:37;00:35:56;00:36:41;00:35:42;00:36:12;00:37:40;00:38:52;00:43:03;00:18:24
1398;74;NOR;W-45;05:16:04;02:26:18;02:49:47;00:33:05;00:33:16;00:36:45;00:35:48;00:36:56;00:39:18;00:42:20;00:41:20;00:17:20
1399;84;AUT;W-35;05:16:08;02:20:30;02:55:39;00:29:54;00:32:10;00:35:36;00:35:17;00:37:58;00:40:00;00:46:19;00:42:00;00:16:59
1400;74;AUT;W-45;05:16:29;02:31:37;02:44:53;00:33:27;00:34:27;00:40:29;00:35:29;00:40:11;00:47:56;00:39:04;00:32:25;00:13:06
1401;98;AUT;W-H;05:16:42;02:29:03;02:47:40;00:35:36;00:34:47;00:35:56;00:35:09;00:35:28;00:35:57;00:39:58;00:45:15;00:18:40
1402;93;GER;W-30;05:17:16;02:26:03;02:51:14;00:34:48;00:34:30;00:35:19;00:34:03;00:34:28;00:39:12;00:43:08;00:44:29;00:17:23
1403;73;AUT;W-50;05:17:19;02:28:46;02:48:34;00:31:26;00:33:53;00:38:14;00:36:43;00:37:37;00:39:05;00:40:45;00:42:18;00:17:22
1404;73;IRL;W-50;05:17:22;02:31:34;02:45:48;00:34:24;00:34:25;00:38:39;00:36:45;00:33:53;00:37:52;00:39:46;00:43:24;00:18:18
1405;77;BEL;W-45;05:17:27;02:24:16;02:53:12;00:30:56;00:32:15;00:36:39;00:36:46;00:37:32;00:39:26;00:43:31;00:42:47;00:17:37
1406;66;GER;W-55;05:17:51;02:26:49;02:51:02;00:29:42;00:34:01;00:38:09;00:37:23;00:37:06;00:40:01;00:41:18;00:42:37;00:17:38
1407;97;SUI;W-H;05:17:51;02:27:43;02:50:09;00:35:16;00:33:28;00:36:07;00:35:03;00:39:50;00:40:13;00:43:28;00:39:59;00:14:31
1408;89;CHN;W-30;05:18:10;02:28:49;02:49:21;00:31:07;00:36:53;00:36:30;00:36:38;00:34:15;00:39:12;00:36:46;00:46:37;00:20:16
1409;65;ITA;W-55;05:18:11;02:31:23;02:46:48;00:33:54;00:35:14;00:36:54;00:37:17;00:37:23;00:39:33;00:41:21;00:40:06;00:16:30
1410;82;HUN;W-40;05:18:29;02:24:16;02:54:13;00:30:54;00:31:02;00:38:01;00:36:43;00:40:52;00:43:46;00:40:58;00:40:15;00:16:01
1411;78;HUN;W-45;05:18:32;02:33:20;02:45:12;00:33:22;00:35:32;00:37:59;00:38:02;00:40:45;00:35:15;00:37:27;00:42:36;00:17:38
1412;78;GER;W-45;05:18:38;02:35:10;02:43:29;00:31:05;00:36:28;00:37:50;00:37:05;00:42:21;00:41:56;00:38:09;00:37:24;00:16:23
1413;95;AUT;W-H;05:19:20;02:30:03;02:49:17;00:33:48;00:34:04;00:37:04;00:37:14;00:37:18;00:39:10;00:41:12;00:42:50;00:16:44
1414;61;GBR;W-60;05:19:33;02:34:24;02:45:10;00:34:59;00:34:54;00:39:09;00:37:19;00:37:05;00:40:18;00:42:23;00:38:23;00:15:07
1415;56;GER;W-65;05:20:09;02:33:54;02:46:16;00:35:44;00:35:19;00:37:30;00:37:31;00:37:03;00:37:10;00:41:34;00:41:07;00:17:15
1416;76;GER;W-45;05:20:32;02:35:42;02:44:50;00:34:29;00:34:52;00:39:26;00:37:58;00:39:48;00:38:10;00:40:46;00:38:41;00:16:27
1417;68;AUT;W-55;05:20:33;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
1418;92;AUT;W-30;05:20:48;02:32:32;02:48:17;00:32:40;00:33:20;00:40:15;00:38:11;00:37:44;00:40:47;00:40:59;00:40:29;00:16:27
1419;72;HON;W-50;05:20:55;02:29:30;02:51:26;00:36:49;00:34:01;00:36:04;00:35:16;00:33:27;00:35:49;00:39:20;00:49:37;00:20:37
1420;95;AUT;W-H;05:21:56;02:33:04;02:48:52;00:32:46;00:35:11;00:36:05;00:40:53;00:38:43;00:40:53;00:39:25;00:40:49;00:17:15
1421;61;AUT;W-60;05:21:57;02:37:13;02:44:45;00:36:52;00:35:55;00:38:47;00:38:02;00:38:36;00:38:35;00:39:25;00:39:08;00:16:41
1422;67;AUT;W-55;05:22:13;02:28:47;02:53:26;00:32:08;00:34:01;00:36:46;00:37:16;00:40:38;00:43:26;00:37:57;00:41:51;00:18:15
1423;87;NED;W-35;05:22:15;02:34:30;02:47:46;00:36:11;00:35:49;00:37:43;00:36:51;00:37:03;00:38:39;00:42:44;00:41:10;00:16:11
1424;71;GER;W-50;05:22:38;02:29:26;02:53:13;00:35:13;00:34:46;00:36:23;00:35:37;00:35:39;00:39:00;00:42:55;00:44:06;00:19:02
1425;73;ISR;W-50;05:22:52;02:38:12;02:44:40;00:35:46;00:35:40;00:38:24;00:39:21;00:37:51;00:37:47;00:40:09;00:40:00;00:17:58
1426;73;ISR;W-50;05:22:52;02:38:12;02:44:40;00:35:47;00:35:42;00:38:22;00:39:20;00:37:43;00:37:56;00:40:08;00:40:04;00:17:53
1427;82;GER;W-40;05:23:21;02:29:36;02:53:45;00:33:54;00:34:10;00:37:57;00:36:06;00:37:13;00:39:59;00:44:31;00:42:51;00:16:44
1428;58;GBR;W-65;05:23:26;02:37:32;02:45:54;00:36:42;00:36:54;00:38:44;00:37:09;00:38:17;00:38:43;00:39:31;00:39:48;00:17:43
1429;83;AUT;W-40;05:23:28;02:22:47;03:00:41;00:32:44;00:31:08;00:36:03;00:35:27;00:37:43;00:41:53;00:49:17;00:43:56;00:15:20
1430;76;CZE;W-45;05:23:48;02:26:29;02:57:19;00:32:11;00:31:26;00:36:36;00:38:31;00:37:51;00:42:03;00:44:28;00:43:33;00:17:12
1431;83;AUT;W-40;05:24:00;02:19:08;03:04:53;00:32:11;00:31:40;00:34:11;00:33:40;00:35:55;00:44:33;00:47:18;00:47:49;00:16:47
1432;72;SVK;W-50;05:24:10;02:28:41;02:55:30;00:31:51;00:32:22;00:37:17;00:38:36;00:39:44;00:42:26;00:47:55;00:38:28;00:15:33
1433;67;GER;W-55;05:24:25;02:12:30;03:11:56;00:30:07;00:30:21;00:32:43;00:32:28;00:32:17;00:33:20;00:34:36;01:15:58;00:22:40
1434;63;BEL;W-60;05:24:26;02:25:03;02:59:24;00:33:28;00:32:28;00:35:29;00:34:41;00:37:33;00:42:06;00:46:28;00:45:04;00:17:14
1435;84;HUN;W-35;05:24:27;02:28:00;02:56:27;00:33:10;00:32:54;00:34:59;00:38:21;00:39:43;00:41:31;00:43:46;00:42:51;00:17:17
1436;73;ISR;W-50;05:24:41;02:29:59;02:54:42;00:33:27;00:33:50;00:37:19;00:37:21;00:38:56;00:41:51;00:41:49;00:42:12;00:17:59
1437;78;POL;W-45;05:25:03;02:32:35;02:52:28;00:32:52;00:35:42;00:38:29;00:37:39;00:36:24;00:39:41;00:43:44;00:42:21;00:18:15
1438;69;GER;W-50;05:25:26;02:34:58;02:50:29;00:35:12;00:35:24;00:38:15;00:38:03;00:38:16;00:38:24;00:41:31;00:42:08;00:18:18
1439;2;AUT;W-H;05:25:53;02:26:28;02:59:25;00:31:16;00:30:02;00:36:01;00:41:40;00:43:36;00:40:39;00:46:14;00:41:07;00:15:23
1440;75;NOR;W-45;05:25:56;02:35:52;02:50:05;00:37:13;00:34:21;00:37:12;00:39:13;00:36:46;00:40:02;00:43:23;00:40:09;00:17:41
1441;65;SUI;W-55;05:26:16;02:33:42;02:52:35;00:34:22;00:35:03;00:38:22;00:37:45;00:38:38;00:39:55;00:41:41;00:42:50;00:17:44
1442;94;GER;W-H;05:26:17;02:31:37;02:54:40;00:33:32;00:33:26;00:37:38;00:39:20;00:39:27;00:40:31;00:42:38;00:41:43;00:18:05
1443;69;GBR;W-50;05:26:27;02:44:25;02:42:02;00:36:29;00:37:04;00:42:00;00:40:29;00:36:36;00:41:11;00:39:10;00:38:23;00:15:09
1444;70;AUT;W-50;05:26:45;02:37:25;02:49:20;00:36:22;00:36:07;00:38:54;00:38:11;00:37:58;00:39:39;00:42:37;00:40:23;00:16:38
1445;67;HUN;W-55;05:26:50;02:45:42;02:41:09;00:35:05;00:37:53;00:46:30;00:36:44;00:37:48;00:37:40;00:38:47;00:39:51;00:16:37
1446;96;GBR;W-H;05:27:12;02:40:45;02:46:27;00:34:20;00:36:04;00:44:24;00:35:16;00:39:40;00:38:39;00:41:02;00:40:52;00:16:59
1447;69;GER;W-50;05:27:22;02:31:07;02:56:16;00:32:23;00:32:16;00:38:24;00:40:01;00:39:07;00:41:29;00:43:25;00:42:36;00:17:45
1448;60;AUT;W-60;05:27:31;02:28:21;02:59:10;00:30:08;00:32:02;00:35:48;00:42:53;00:35:58;00:40:32;00:45:48;00:45:16;00:19:11
1449;80;HUN;W-40;05:27:40;02:35:06;02:52:35;00:31:47;00:36:13;00:38:55;00:40:29;00:40:11;00:41:30;00:42:04;00:39:48;00:16:48
1450;76;AUT;W-45;05:27:43;02:31:45;02:55:59;00:34:14;00:33:35;00:36:49;00:37:38;00:39:31;00:41:16;00:44:15;00:43:54;00:16:34
1451;77;SLO;W-45;05:27:47;02:28:50;02:58:58;00:35:23;00:34:50;00:35:53;00:35:02;00:35:40;00:38:29;00:47:53;00:46:56;00:17:44
1452;71;FRA;W-50;05:27:49;02:36:15;02:51:35;00:38:14;00:33:57;00:42:20;00:34:16;00:41:38;00:38:20;00:40:24;00:41:21;00:17:22
1453;86;GER;W-35;05:28:11;02:25:58;03:02:13;00:31:41;00:33:34;00:36:52;00:35:44;00:39:26;00:45:51;00:43:08;00:45:10;00:16:49
1454;67;GBR;W-55;05:28:23;02:45:42;02:42:42;00:39:02;00:39:43;00:40:39;00:38:17;00:40:06;00:39:48;00:39:12;00:37:22;00:14:19
1455;74;SRB;W-45;05:28:50;02:40:46;02:48:04;00:36:57;00:37:11;00:39:57;00:38:35;00:36:50;00:39:39;00:40:35;00:41:44;00:17:26
1456;50;GER;W-70;05:29:06;02:31:22;02:57:45;00:32:12;00:34:01;00:38:29;00:38:36;00:39:46;00:41:03;00:45:06;00:42:17;00:17:40
1457;77;AUT;W-45;05:29:32;02:21:25;03:08:07;00:32:47;00:32:33;00:34:24;00:34:08;00:36:02;00:39:30;00:49:20;00:50:30;00:20:22
1458;60;NED;W-60;05:30:51;02:28:27;03:02:24;00:31:32;00:33:10;00:36:57;00:38:16;00:40:35;00:42:27;00:43:43;00:44:53;00:19:21
1459;80;AUT;W-40;05:30:54;02:45:23;02:45:31;00:37:10;00:37:51;00:41:05;00:40:41;00:38:14;00:40:52;00:39:46;00:37:55;00:17:24
1460;72;AUT;W-50;05:31:09;02:37:04;02:54:06;00:37:55;00:35:21;00:38:07;00:37:39;00:37:35;00:40:44;00:44:02;00:43:02;00:16:48
1461;59;FRA;W-60;05:31:38;02:32:54;02:58:45;00:33:17;00:33:38;00:37:46;00:39:37;00:40:44;00:41:57;00:42:44;00:45:01;00:16:58
1462;74;AUT;W-45;05:32:07;02:38:00;02:54:08;00:35:27;00:35:43;00:39:09;00:39:27;00:39:31;00:41:53;00:43:05;00:41:04;00:16:52
1463;89;AUT;W-30;05:32:17;02:12:33;03:19:45;00:30:02;00:30:28;00:32:13;00:33:08;00:33:35;00:51:26;00:49:52;00:49:56;00:21:43
1464;70;ITA;W-50;05:32:22;02:35:03;02:57:20;00:33:27;00:34:35;00:39:50;00:39:02;00:39:23;00:43:09;00:44:02;00:41:12;00:17:46
1465;81;GBR;W-40;05:32:25;02:34:48;02:57:38;00:33:03;00:36:28;00:38:47;00:38:22;00:38:05;00:41:47;00:41:59;00:45:03;00:18:55
1466;77;UKR;W-45;05:32:28;02:38:23;02:54:05;00:34:33;00:38:08;00:39:25;00:38:03;00:38:58;00:39:03;00:41:21;00:44:55;00:18:06
1467;88;GER;W-35;05:32:48;02:39:29;02:53:19;00:35:38;00:36:18;00:39:47;00:39:31;00:38:12;00:42:12;00:42:36;00:40:28;00:18:09
1468;63;ISR;W-60;05:32:59;02:38:17;02:54:43;00:34:29;00:36:26;00:38:40;00:40:56;00:38:25;00:39:32;00:44:17;00:41:47;00:18:32
1469;71;GER;W-50;05:33:14;02:38:49;02:54:25;00:36:04;00:37:45;00:38:45;00:38:28;00:38:55;00:39:03;00:43:43;00:42:42;00:17:53
1470;94;AUT;W-H;05:33:16;02:26:10;03:07:07;00:32:09;00:33:34;00:36:35;00:36:04;00:38:03;00:47:11;00:50:09;00:43:32;00:16:03
1471;93;GER;W-30;05:33:22;02:37:27;02:55:56;00:33:49;00:36:27;00:40:21;00:38:28;00:39:42;00:42:10;00:44:11;00:41:21;00:16:58
1472;98;AUT;W-H;05:33:26;02:32:02;03:01:24;00:35:10;00:34:45;00:37:16;00:36:56;00:37:00;00:39:57;00:43:40;00:48:18;00:20:28
1473;64;SIN;W-55;05:33:59;02:33:59;03:00:01;00:32:27;00:34:53;00:38:45;00:39:15;00:40:31;00:42:06;00:44:08;00:43:27;00:18:32
1474;78;MLT;W-45;05:34:09;02:36:38;02:57:32;00:33:43;00:35:19;00:40:35;00:38:38;00:39:44;00:41:17;00:44:18;00:43:02;00:17:37
1475;63;GER;W-60;05:34:34;02:33:45;03:00:49;00:34:02;00:33:36;00:38:12;00:39:16;00:41:29;00:43:59;00:43:58;00:42:22;00:17:44
1476;59;SUI;W-60;05:34:41;02:31:58;03:02:44;00:32:30;00:35:10;00:37:40;00:38:02;00:39:56;00:41:48;00:43:52;00:46:18;00:19:29
1477;79;GER;W-40;05:35:00;02:34:37;03:00:23;00:34:18;00:37:11;00:37:20;00:38:37;00:37:48;00:39:46;00:44:39;00:49:12;00:16:13
1478;70;GER;W-50;05:35:01;02:41:51;02:53:10;00:35:47;00:35:00;00:40:13;00:42:16;00:40:52;00:42:12;00:40:18;00:41:22;00:17:05
1479;83;GBR;W-40;05:35:21;02:21:28;03:13:53;00:30:56;00:31:23;00:34:09;00:36:20;00:41:04;00:46:42;00:47:38;00:48:04;00:19:09
1480;59;SRB;W-60;05:35:46;02:42:06;02:53:40;00:36:04;00:38:10;00:40:33;00:38:48;00:39:36;00:41:28;00:40:57;00:42:15;00:17:58
1481;89;NED;W-30;05:36:00;02:42:28;02:53:32;00:33:04;00:35:41;00:45:30;00:40:07;00:39:50;00:41:57;00:42:11;00:42:15;00:15:29
1482;83;HUN;W-40;05:37:19;02:36:29;03:00:51;00:35:37;00:36:19;00:39:07;00:37:46;00:36:25;00:44:53;00:44:44;00:47:35;00:14:56
1483;75;GBR;W-45;05:37:43;02:40:13;02:57:31;00:34:35;00:36:28;00:44:01;00:37:16;00:37:11;00:40:56;00:43:33;00:45:16;00:18:30
1484;88;AUT;W-35;05:38:02;02:45:16;02:52:47;00:38:50;00:39:12;00:40:10;00:38:44;00:37:50;00:41:35;00:42:32;00:42:55;00:16:19
1485;73;AUT;W-50;05:38:06;02:40:00;02:58:06;00:33:13;00:36:38;00:42:57;00:38:51;00:39:52;00:43:27;00:44:37;00:41:36;00:16:58
1486;77;AUT;W-45;05:38:25;02:39:02;02:59:23;00:36:50;00:37:11;00:39:10;00:37:47;00:37:34;00:40:55;00:43:00;00:46:37;00:19:24
1487;98;GBR;W-H;05:38:34;02:31:39;03:06:56;00:30:32;00:34:25;00:37:24;00:39:41;00:41:10;00:49:50;00:47:35;00:42:37;00:15:23
1488;96;CRO;W-H;05:38:59;02:46:40;02:52:19;00:37:29;00:37:09;00:43:38;00:39:52;00:39:28;00:41:14;00:43:50;00:38:53;00:17:30
1489;69;PHI;W-50;05:39:04;02:36:43;03:02:21;00:35:50;00:36:10;00:39:15;00:37:41;00:37:31;00:42:29;00:45:28;00:47:20;00:17:25
1490;78;AUT;W-45;05:39:35;02:33:38;03:05:58;00:34:48;00:34:41;00:38:02;00:37:52;00:40:21;00:43:33;00:44:59;00:45:51;00:19:32
1491;98;IRL;W-H;05:39:54;02:48:06;02:51:48;00:32:39;00:38:13;00:43:26;00:43:37;00:00:00;00:00:00;00:00:00;00:00:00;00:18:08
1492;78;AUT;W-45;05:40:34;02:41:38;02:58:56;00:37:09;00:36:50;00:41:22;00:38:26;00:39:35;00:39:47;00:44:53;00:44:43;00:17:51
1493;64;AUT;W-55;05:41:54;02:42:52;02:59:02;00:37:28;00:37:22;00:40:20;00:39:14;00:44:41;00:43:06;00:42:23;00:41:07;00:16:17
1494;66;IRL;W-55;05:42:01;02:31:47;03:10:15;00:30:22;00:33:57;00:38:33;00:40:19;00:39:29;00:46:18;00:48:08;00:46:36;00:18:23
1495;76;GBR;W-45;05:42:17;02:44:37;02:57:40;00:36:28;00:37:25;00:41:38;00:40:32;00:39:37;00:43:13;00:42:40;00:43:18;00:17:30
1496;87;ISR;W-35;05:42:23;02:46:44;02:55:40;00:38:49;00:38:10;00:41:57;00:39:27;00:39:32;00:41:10;00:42:37;00:42:12;00:18:32
1497;81;POL;W-40;05:42:55;02:45:29;02:57:27;00:36:58;00:38:19;00:39:51;00:41:46;00:34:30;00:39:24;00:53:56;00:43:43;00:14:31
1498;80;ITA;W-40;05:43:11;02:47:12;02:56:00;00:35:37;00:37:05;00:45:41;00:40:23;00:43:31;00:40:48;00:42:25;00:41:19;00:16:26
1499;85;SIN;W-35;05:43:31;02:33:05;03:10:27;00:31:43;00:34:37;00:38:01;00:39:28;00:42:34;00:44:17;00:47:26;00:45:21;00:20:09
1500;66;GER;W-55;05:43:37;02:31:37;03:12:00;00:33:27;00:34:26;00:40:28;00:35:31;00:40:11;00:47:56;00:53:09;00:39:19;00:19:14
1501;96;GER;W-H;05:43:43;02:41:25;03:02:18;00:35:58;00:37:50;00:40:07;00:39:26;00:41:34;00:44:05;00:43:28;00:44:10;00:17:08
1502;63;GER;W-60;05:44:00;02:42:42;03:01:19;00:35:41;00:37:07;00:39:42;00:40:59;00:41:44;00:44:45;00:41:56;00:43:43;00:18:26
1503;75;AUT;W-45;05:44:11;02:34:21;03:09:51;00:35:35;00:34:42;00:37:12;00:38:51;00:41:36;00:42:25;00:45:03;00:48:15;00:20:37
1504;0;AUT;W-H;05:44:44;02:39:00;03:05:45;00:37:50;00:36:27;00:39:00;00:37:48;00:36:53;00:39:06;00:48:28;00:50:08;00:19:09
1505;76;CRO;W-45;05:44:52;02:22:50;03:22:02;00:32:55;00:33:04;00:34:10;00:35:06;00:37:29;00:42:17;00:51:31;00:52:42;00:25:42
1506;4;HUN;W-H;05:45:29;02:50:29;02:55:01;00:39:05;00:40:17;00:41:57;00:40:35;00:39:37;00:45:32;00:33:48;00:45:13;00:19:29
1507;70;EST;W-50;05:45:30;02:40:32;03:04:59;00:33:06;00:36:02;00:41:43;00:40:42;00:42:32;00:43:27;00:44:22;00:45:12;00:18:28
